[(12,21),(20,21),(20,21),(21,19),(21,21),(28,19),(30,21),(31,21),(32,21),(33,20),(40,21),(41,20),(43,19),(47,21),(51,21),(61,20),(62,19),(69,20),(72,19),(82,21)],[45,48,45,48,45,48,48,48,45,48,48,45,48,48,45,48,48,45,48,45,45,48,45,48,48,48,48,45,45,45,45,48,48,48,48,48,45,45,48,45,45,45,45,45,48,48,45,45,45,45,45,45,45,45,48,45,48,45,45,48,45,48,48,45,45,48,48,48,45,45,48,48,48,45,48,48,45,48,48,45,48,45,45,48,48,45,45,45,45,45,48,48,45,45,45,48,45,45,48,48],-1
[(13,21),(16,20),(25,21),(28,20),(33,19),(35,19),(36,20),(36,19),(45,21),(46,21),(51,21),(56,21),(62,21),(62,19),(69,21),(69,20),(71,21),(72,21),(78,21),(85,19)],[48,48,45,48,45,48,48,45,45,48,48,48,45,45,45,45,45,45,48,48,48,48,45,45,48,48,45,45,45,45,48,45,45,48,45,45,45,45,45,48,48,48,45,45,48,48,45,45,48,45,48,45,45,45,48,45,45,48,45,45,45,45,45,48,45,48,48,48,48,48,48,48,45,45,48,48,45,45,48,48,48,48,48,48,45,48,48,48,48,48,48,45,45,45,48,45,45,48,45,48],-1
[(10,20),(11,21),(13,21),(22,20),(28,20),(32,20),(42,20),(43,20),(44,19),(52,20),(60,19),(65,20),(68,21),(69,20),(71,20),(72,20),(76,19),(80,20),(82,19),(89,19)],[48,45,48,45,48,48,45,48,45,48,48,45,45,48,45,45,48,48,45,45,48,45,48,48,48,45,48,45,45,45,45,48,48,48,48,45,48,45,45,45,48,48,45,48,48,48,48,45,45,48,48,45,48,45,45,48,48,45,45,45,48,48,48,45,45,48,48,48,48,45,48,48,45,48,48,45,45,48,45,45,45,48,45,48,48,48,48,45,45,48,48,45,45,48,45,45,45,48,48,48],-1
[(18,21),(18,19),(18,21),(30,20),(32,21),(36,20),(42,21),(44,21),(51,19),(52,21),(56,20),(59,20),(63,20),(65,20),(80,20),(84,19),(85,21),(86,19),(86,21),(89,21)],[48,45,45,48,45,45,45,48,45,48,45,45,45,48,48,48,48,48,48,48,48,45,48,48,48,48,45,48,48,48,45,48,45,45,45,48,48,48,48,45,45,45,45,48,48,45,45,45,45,48,48,45,48,48,48,45,48,45,48,48,45,48,45,45,48,45,48,48,48,48,48,45,48,48,45,48,45,45,45,45,48,48,48,48,48,45,45,48,48,45,45,45,48,48,45,48,45,45,48,45],-1
[(12,19),(17,20),(28,19),(31,21),(35,20),(35,21),(36,19),(40,19),(47,19),(54,20),(55,20),(61,20),(65,20),(66,20),(66,19),(71,21),(74,20),(75,19),(79,19),(85,19)],[45,45,45,45,48,48,48,45,48,45,45,48,48,45,48,45,45,48,45,48,45,45,45,45,48,45,45,45,45,48,45,48,48,45,45,45,48,45,48,45,48,48,45,45,48,48,48,48,48,45,48,48,48,48,45,48,48,48,48,45,45,45,48,48,48,45,45,45,48,48,48,48,48,48,48,48,48,48,48,48,48,45,45,45,45,48,48,48,45,48,48,45,48,48,48,45,45,48,48,48],-1
[(15,20),(16,20),(17,19),(20,20),(21,19),(21,21),(21,20),(31,19),(32,20),(36,20),(37,19),(45,21),(47,19),(54,19),(57,20),(70,19),(71,19),(75,20),(79,21),(82,20)],[45,48,48,45,48,45,45,45,45,45,48,45,45,48,45,48,45,45,45,48,45,48,45,48,48,45,48,45,45,45,45,45,45,45,48,48,48,45,45,48,45,45,45,48,48,45,45,48,48,48,48,48,48,45,48,45,48,48,45,45,48,48,45,45,45,48,48,48,45,48,48,45,45,48,45,48,48,45,48,45,45,45,48,48,45,45,45,48,48,48,48,48,45,45,48,45,45,45,45,48],-1
[(10,20),(14,19),(14,19),(17,19),(19,21),(22,21),(25,21),(25,19),(26,21),(35,19),(42,21),(64,21),(65,21),(65,19),(69,20),(71,21),(75,19),(76,19),(89,20),(90,20)],[48,48,45,48,45,45,48,48,45,45,45,45,48,48,48,48,48,48,48,48,45,45,45,45,45,45,45,45,48,45,45,45,45,48,48,45,45,48,45,48,48,48,45,48,48,48,48,48,48,45,45,48,45,45,48,48,45,45,45,45,48,45,48,45,48,45,48,48,48,48,45,48,45,45,48,45,45,48,48,48,45,45,48,48,45,48,45,48,48,45,45,45,48,45,45,48,48,48,48,45],-1
[(10,19),(11,21),(18,21),(19,21),(22,19),(28,21),(35,20),(37,20),(50,20),(51,21),(52,20),(57,20),(59,21),(71,20),(74,20),(82,21),(87,21),(87,19),(89,21),(90,21)],[48,45,45,45,48,48,48,45,48,45,48,48,48,45,45,45,45,48,45,48,48,48,48,45,48,48,48,48,48,48,45,45,48,45,48,45,45,45,45,45,48,45,48,45,48,45,48,45,45,45,45,45,45,45,45,48,45,48,45,45,45,45,45,48,48,45,48,48,48,45,45,45,48,48,45,45,45,45,48,45,45,45,45,45,48,45,45,45,48,48,45,45,45,45,48,45,45,45,45,45],-1
[(15,19),(16,20),(19,19),(20,21),(23,21),(29,20),(33,19),(35,20),(35,20),(47,20),(48,21),(58,21),(59,19),(62,19),(65,20),(65,21),(71,20),(74,19),(80,19),(86,19)],[45,48,45,48,48,45,45,48,45,45,48,45,45,48,48,45,48,48,48,45,45,48,48,45,48,48,45,45,48,45,45,45,45,45,48,45,45,48,48,45,48,48,48,45,48,45,48,48,48,48,48,45,45,48,48,48,45,45,45,45,48,45,45,45,45,48,45,48,48,48,45,48,45,45,48,48,45,45,48,45,45,48,48,48,45,45,48,45,48,48,45,45,45,45,45,45,45,48,45,45],-1
[(10,19),(12,20),(23,19),(29,21),(29,21),(31,20),(31,19),(41,19),(44,19),(45,19),(48,20),(50,19),(76,20),(76,19),(79,21),(81,20),(85,19),(86,21),(90,20),(90,21)],[48,45,48,48,45,45,48,48,45,48,48,48,48,45,45,48,45,45,45,45,45,48,45,45,48,45,48,48,48,45,48,45,48,48,45,45,45,48,45,45,45,45,45,45,48,48,45,45,48,45,48,45,48,45,45,45,45,48,45,48,45,45,48,45,45,48,45,45,48,45,48,45,45,45,48,48,48,48,48,45,45,45,48,45,48,48,45,45,48,45,45,45,45,45,48,48,48,48,45,45],-1
