[(10,19),(14,21),(15,19),(15,19),(17,19),(21,20),(25,21),(27,21),(27,20),(35,21),(37,20),(38,19),(42,19),(44,19),(52,19),(63,19),(66,20),(67,20),(70,21),(87,21)],[48,48,48,45,45,45,48,45,48,48,45,45,45,48,48,48,45,48,45,48,45,45,48,45,45,48,48,48,48,48,45,45,48,45,45,45,48,45,48,48,45,48,48,48,48,45,45,45,45,48,45,45,45,45,45,45,45,45,48,45,48,45,45,48,45,45,45,45,45,48,45,48,48,48,45,45,48,45,48,45,48,45,48,45,45,45,48,48,48,48,45,45,48,45,45,45,45,45,48,48],1
[(10,20),(13,19),(14,19),(17,21),(20,21),(29,19),(34,21),(37,19),(40,21),(42,19),(43,19),(46,19),(55,21),(58,20),(58,19),(63,19),(68,20),(85,21),(86,21),(87,21)],[48,45,48,45,48,45,45,45,45,45,45,45,48,45,45,48,48,48,45,45,48,48,45,45,45,45,45,48,45,45,45,48,48,45,45,45,48,45,48,45,45,45,45,45,45,45,48,45,48,48,48,48,48,48,48,45,45,45,48,48,45,48,45,45,48,45,48,48,45,48,45,48,45,48,48,48,45,48,48,45,45,48,45,45,48,45,48,45,45,45,45,48,45,45,48,45,45,45,45,45],1
[(11,20),(13,19),(14,19),(17,21),(24,20),(28,21),(29,19),(29,19),(37,19),(55,19),(59,19),(60,20),(66,21),(66,20),(70,19),(72,19),(82,21),(84,19),(85,19),(85,20)],[48,45,45,45,45,45,45,45,45,45,48,45,48,48,45,48,48,48,48,45,45,45,45,45,48,45,45,48,48,45,48,45,45,45,45,45,45,45,48,45,48,48,48,48,45,45,48,48,48,45,45,48,48,48,45,48,45,45,45,48,45,45,48,48,48,48,48,48,45,48,48,45,48,48,45,48,45,48,45,45,48,48,45,48,45,45,48,48,48,48,45,48,45,48,48,48,45,48,48,45],1
[(11,20),(12,19),(15,21),(23,19),(28,19),(30,21),(30,21),(32,21),(32,21),(36,19),(38,19),(43,21),(53,21),(56,20),(59,19),(60,21),(62,19),(76,20),(80,21),(84,21)],[45,45,45,45,48,45,48,48,45,45,48,48,48,48,45,45,48,48,48,48,48,48,48,45,45,48,48,48,48,48,45,45,48,48,45,45,48,45,45,48,45,45,45,48,48,48,48,45,48,45,45,45,48,48,48,45,45,45,45,48,45,45,48,48,48,48,48,45,45,48,48,45,48,48,45,45,48,48,48,48,45,45,48,45,45,48,45,45,48,45,45,45,48,48,45,45,48,48,48,48],1
[(10,19),(15,21),(19,19),(23,19),(24,21),(28,19),(35,20),(42,21),(43,19),(47,20),(48,19),(55,19),(57,21),(58,19),(61,19),(65,20),(68,21),(72,21),(76,21),(89,19)],[48,48,48,48,48,48,48,45,45,45,45,48,48,48,45,48,45,45,48,48,45,45,45,45,45,48,45,45,45,45,48,48,48,45,48,48,48,48,45,48,48,45,48,48,45,48,45,45,45,45,48,45,45,45,45,45,48,45,45,48,45,45,48,45,48,48,45,45,48,48,45,48,45,45,48,48,48,45,48,45,48,48,48,45,45,48,48,45,45,48,45,48,48,48,45,45,48,48,45,45],1
[(10,19),(12,19),(19,21),(23,20),(28,19),(28,21),(29,20),(30,19),(36,20),(43,19),(49,21),(50,19),(50,19),(50,19),(56,21),(64,20),(64,19),(65,19),(65,19),(67,19)],[48,45,45,48,48,45,48,45,48,48,45,48,45,48,45,45,48,45,45,45,45,48,45,48,48,45,45,45,48,48,45,45,48,48,45,48,45,48,48,45,45,48,48,48,48,48,45,45,45,48,45,45,48,48,48,48,45,48,45,48,48,48,45,45,48,45,45,48,48,48,45,45,48,48,48,45,48,48,48,45,45,48,48,45,45,48,48,45,45,48,45,48,48,48,48,45,48,48,48,45],1
[(12,21),(12,19),(14,19),(15,19),(15,21),(17,19),(22,21),(30,19),(33,19),(35,21),(39,19),(44,19),(45,19),(57,20),(59,21),(61,19),(74,20),(75,21),(78,19),(83,19)],[48,45,48,48,45,45,48,45,45,48,48,48,48,45,45,45,45,48,45,45,45,48,45,45,45,45,48,48,48,45,45,45,48,45,45,45,45,48,45,45,48,48,48,45,48,45,45,45,45,45,45,48,45,48,45,48,48,48,45,45,48,45,48,45,48,48,45,45,48,45,48,48,48,48,45,48,48,45,45,45,45,45,45,45,45,45,48,48,48,45,45,45,48,45,48,48,45,48,45,45],1
[(10,19),(11,20),(14,19),(15,19),(15,20),(21,19),(22,21),(24,21),(33,19),(40,19),(54,19),(56,20),(58,20),(61,19),(62,21),(63,19),(79,21),(83,21),(84,20),(87,21)],[48,48,48,45,48,45,45,48,45,48,48,45,48,48,45,48,45,48,45,48,48,48,45,48,45,45,45,48,45,48,48,45,48,45,45,45,48,45,48,48,45,45,45,48,48,45,45,45,45,45,45,48,48,45,48,48,45,45,48,48,48,45,48,45,48,45,48,45,48,48,45,48,48,48,48,48,45,45,45,45,48,48,45,45,48,48,48,48,48,48,45,48,48,48,45,45,48,45,45,45],1
[(10,21),(13,19),(15,19),(17,21),(23,21),(25,19),(29,19),(31,19),(38,20),(39,19),(41,20),(45,20),(47,20),(56,21),(59,20),(68,21),(68,21),(77,20),(84,21),(90,21)],[48,45,45,48,45,45,48,48,48,45,45,45,48,45,45,45,45,45,45,45,45,45,45,48,48,45,45,48,45,45,48,45,48,45,45,45,48,45,48,45,45,45,45,45,48,48,48,48,45,48,48,45,48,45,45,45,48,48,48,48,48,48,45,45,48,48,45,48,48,45,45,48,48,48,48,48,45,48,48,45,48,45,48,45,45,48,45,45,45,48,48,45,45,45,45,48,45,45,48,48],1
[(10,19),(13,21),(14,20),(16,21),(17,21),(19,19),(19,20),(20,20),(22,19),(26,20),(28,19),(34,20),(37,19),(43,20),(46,19),(66,19),(67,20),(77,21),(82,21),(90,19)],[45,45,45,48,45,48,48,45,45,48,48,45,48,45,48,45,45,48,48,48,48,45,48,48,48,45,48,48,48,48,48,48,45,48,48,45,45,45,45,48,45,45,48,48,45,45,45,48,45,45,48,48,45,48,48,45,48,45,45,48,45,45,48,48,45,45,48,45,48,48,45,45,48,45,48,45,45,48,48,48,48,45,48,48,48,45,45,45,48,45,48,45,45,45,48,48,48,45,45,48],1
[(10,19),(11,19),(22,19),(25,21),(27,20),(27,19),(30,19),(33,21),(46,21),(48,21),(50,19),(54,19),(58,19),(62,21),(64,19),(71,21),(80,19),(81,19),(89,20),(90,21)],[48,45,45,45,45,48,48,48,45,48,45,48,45,45,45,45,48,45,45,45,48,45,48,45,45,48,48,45,45,45,45,48,45,45,48,45,48,45,48,48,48,48,45,45,45,48,48,48,48,48,48,48,48,45,48,48,45,48,48,45,48,45,48,45,48,48,45,45,48,45,48,45,48,45,45,48,45,45,45,48,48,48,45,45,45,45,48,45,48,45,45,45,45,45,48,45,48,48,45,45],1
[(12,20),(12,19),(19,21),(22,19),(22,20),(22,19),(25,19),(27,21),(29,21),(34,21),(39,19),(42,19),(46,20),(53,21),(55,19),(55,21),(56,19),(57,20),(65,21),(85,20)],[45,45,45,45,45,45,48,48,48,48,45,48,48,45,48,48,48,45,45,45,48,48,48,48,48,48,48,45,45,45,48,48,48,48,48,48,45,48,45,45,48,48,45,48,48,48,45,48,45,48,45,45,45,45,45,48,48,45,48,48,48,45,48,48,48,45,45,48,45,48,48,48,48,45,48,45,48,45,45,48,48,45,45,45,45,48,48,48,45,45,48,48,48,45,45,48,45,45,48,45],1
[(10,19),(11,19),(14,21),(14,20),(14,20),(24,20),(27,20),(27,21),(28,19),(29,19),(30,19),(32,20),(36,19),(43,20),(47,19),(60,19),(79,21),(88,21),(89,19),(90,19)],[45,45,48,48,45,48,45,45,45,48,48,48,45,48,48,45,45,48,48,48,45,48,48,45,48,45,48,48,45,48,45,48,45,45,48,48,48,48,48,48,45,45,48,45,48,48,45,45,48,48,48,45,48,45,48,45,45,48,45,48,48,45,48,45,45,48,45,45,48,48,45,45,45,45,45,48,45,48,48,48,45,45,48,45,48,48,45,48,45,45,48,45,45,48,45,48,48,45,48,45],1
[(14,19),(14,20),(18,19),(26,19),(26,21),(34,20),(37,19),(38,19),(40,21),(41,19),(45,21),(54,20),(56,19),(64,21),(65,20),(71,19),(80,19),(85,20),(86,21),(86,19)],[48,45,45,45,45,45,45,45,48,48,48,48,45,45,45,45,45,45,48,45,48,45,48,48,48,48,48,48,45,48,48,45,48,48,48,45,48,48,45,45,48,45,48,45,48,45,48,48,45,45,48,48,48,48,45,45,48,48,48,45,45,45,48,45,45,45,48,45,45,48,45,48,45,48,45,48,48,45,48,45,45,45,45,48,48,48,48,45,48,45,48,45,48,48,45,48,48,48,45,48],1
[(11,19),(14,19),(17,21),(17,21),(26,19),(28,20),(29,20),(31,21),(37,19),(39,19),(39,20),(47,19),(57,19),(60,21),(66,20),(79,20),(80,20),(85,20),(87,20),(87,20)],[45,48,45,45,48,48,45,45,48,45,48,48,45,48,45,48,48,48,45,45,45,45,48,45,45,45,48,48,48,45,45,45,48,48,48,45,45,48,48,48,45,48,45,48,45,45,48,48,45,48,48,48,48,45,45,48,45,48,45,45,48,45,48,48,48,48,48,45,48,48,48,45,48,48,45,48,48,48,45,48,48,48,48,48,45,45,45,48,45,45,45,45,48,48,48,45,48,48,45,45],1
[(10,21),(10,19),(11,19),(11,19),(19,21),(19,21),(20,20),(28,20),(36,19),(39,19),(40,20),(45,20),(46,19),(57,19),(60,20),(63,20),(76,20),(80,21),(81,21),(84,21)],[45,48,45,45,45,45,48,45,48,48,45,45,48,45,48,48,45,48,48,45,48,45,45,45,45,45,48,48,45,48,45,48,48,48,45,48,45,45,45,48,45,45,48,45,48,45,48,48,45,48,45,48,48,48,48,45,48,45,45,45,45,45,48,45,45,48,45,48,45,45,45,48,48,48,48,48,45,48,48,45,45,48,48,45,48,45,48,48,48,48,48,48,48,48,48,45,45,48,45,48],1
[(10,19),(10,19),(22,19),(25,21),(26,20),(27,19),(29,19),(31,20),(32,19),(40,20),(44,21),(45,19),(45,20),(57,21),(68,21),(69,21),(73,19),(73,19),(82,20),(90,21)],[45,45,48,45,48,45,48,45,45,48,45,48,48,48,45,45,45,45,45,48,48,48,45,45,48,48,45,48,45,45,45,48,48,45,45,45,45,48,45,48,45,45,48,48,45,45,48,45,45,48,48,48,48,48,45,48,48,45,48,48,48,45,45,45,48,45,45,48,45,45,45,48,48,45,48,48,45,45,45,45,45,45,48,45,45,48,48,48,45,45,45,48,48,45,48,48,48,48,48,48],1
[(11,19),(11,21),(16,20),(18,21),(19,20),(23,19),(24,19),(26,20),(27,20),(28,21),(29,19),(39,20),(44,19),(48,19),(52,20),(72,20),(72,20),(73,19),(74,20),(82,19)],[48,48,45,48,45,45,45,48,45,45,45,45,48,48,48,48,48,48,48,45,48,45,48,48,45,48,45,48,48,45,45,45,48,45,45,45,48,48,48,45,48,45,45,45,48,45,48,45,45,45,48,48,48,48,45,48,48,48,45,48,45,45,48,45,48,45,48,45,45,45,48,45,48,48,45,48,45,45,48,45,48,45,48,45,45,45,48,45,48,45,45,45,48,45,45,48,45,45,45,48],1
